,0
0,1.9484112
1,2.056607
2,1.9517416
3,4.2813377
4,3.090128
5,2.7465856
6,1.7165189
7,1.3253534
8,1.8393111
9,-3.0795043
10,3.0433981
11,2.5850873
12,1.4369564
13,1.5083165
14,1.7538468
15,1.5583026
16,1.9118047
17,3.768271
18,2.3031645
19,2.7808979
20,1.1589038
21,1.7540488
22,2.184311
23,2.9602575
24,1.5005454
25,2.5225668
26,1.94224
27,2.264198
28,3.7518196
29,1.3532969
30,3.70534
31,2.1170897
32,3.4819164
33,1.3293777
34,3.5535288
35,1.5890663
36,-1.4381361
37,2.1990566
38,2.8732023
39,4.19853
40,1.6756451
41,1.6838672
42,1.5698501
43,2.4213216
44,2.6639977
45,3.9704185
46,3.1046672
47,3.45232
48,1.9236796
49,4.12459
50,3.8937254
51,2.085097
52,4.681692
53,2.7585113
54,2.4311957
55,4.396723
56,3.2930157
57,3.3490865
58,3.0993884
59,2.449221
60,2.745998
61,1.9068799
62,-2.4282947
63,2.6610103
64,3.7862518
65,2.8811913
66,2.1094556
67,2.2095985
68,3.301213
69,2.0245051
70,3.566331
71,1.9285966
72,2.1223197
73,1.2232327
74,1.892237
75,-1.2362211
76,2.588406
77,3.8446665
78,1.2695371
79,1.7917454
80,1.8287514
81,2.265336
82,2.3920088
83,3.035975
84,2.8704603
85,1.646246
86,1.6829643
87,-1.720684
88,2.4419594
89,-3.3885655
90,1.6936126
91,2.1114388
92,3.0248332
93,2.3415174
94,1.5871217
95,1.3843571
96,-1.1938248
97,-2.038571
98,-1.9790082
99,-1.4434446
100,-1.9715487
101,1.7907346
102,-0.46616915
103,1.304623
104,-1.4531515
105,-2.5773273
106,-1.7620423
107,0.771623
108,-2.3342552
109,-1.8596125
110,-2.0475254
111,-2.1842294
112,-2.126996
113,-2.8204672
114,0.69853896
115,1.7174585
116,-2.2098603
117,-2.4376369
118,-3.3704195
119,-1.5654005
120,-1.6933637
121,-2.0498838
122,-2.5392184
123,-2.2033792
124,-1.9107288
125,-2.5032368
126,-1.7391684
127,-1.3975952
128,-1.9491899
129,0.4413666
130,1.9349961
131,-1.7743706
132,-2.4902003
133,-1.9699429
134,-1.7932793
135,-1.8325768
136,-1.9505333
137,-1.76437
138,3.4433749
139,-1.6053336
140,-1.5795755
141,-1.3836777
142,1.6925356
143,0.6676682
144,-1.7044085
145,-1.8862913
146,-1.7786975
147,-2.0035353
148,-1.6972321
149,-2.1353602
150,-2.2469068
151,-2.3151188
152,-2.1872282
153,1.9980474
154,-1.2973033
155,0.8199737
156,1.8711395
157,-2.183909
158,-3.1273532
159,-1.9299203
160,-1.7237175
161,-1.3665326
162,-1.4362345
163,-3.4391718
164,-2.4857051
165,-2.202435
166,-3.433807
167,1.1071455
168,-2.7592068
169,-2.3516974
170,-1.5515107
171,-3.1155
172,-1.9123505
173,-2.1249304
174,-3.9427779
175,-3.0303538
176,-2.430993
177,-2.1230159
178,-2.8422782
179,0.4305589
180,-2.6584332
181,1.8330048
182,-3.8316042
183,-1.8079188
184,-2.2580283
185,-2.683312
186,-3.017355
187,-2.889822
188,-1.6797392
189,-2.0821018
190,-1.8332114
191,1.1524179
192,-4.3143086
193,-0.0766996
194,0.64046884
195,1.2652363
196,-4.3927336
197,0.004274547
198,0.19543776
199,0.5973585
200,0.56149155
201,1.1818721
202,-0.6015549
203,0.7279922
204,0.6947101
205,-0.33327395
206,0.025351163
207,0.33142275
208,0.4835389
209,-4.464608
210,0.12057712
211,0.1788246
212,-0.22225349
213,0.25481263
214,-0.44117045
215,0.4715303
216,-1.182538
217,2.5561817
218,-0.044521607
219,0.016022228
220,-0.383487
221,0.36357147
222,-4.40207
223,0.56774247
224,-0.8769993
225,-0.6741209
226,0.40978783
227,0.1367391
228,0.42200094
229,-0.6795887
230,0.14260705
231,-0.24908589
232,-0.012572118
233,-0.19590297
234,0.3496884
235,-4.386202
236,1.1962045
237,-1.4480612
238,0.46717295
239,0.7113937
240,0.122809365
241,0.32754564
242,-1.1381536
243,0.5228481
244,0.75405186
245,-0.43267202
246,0.12185568
247,-0.18953943
248,0.40313762
249,-4.3983445
250,-0.06373114
251,0.59348994
252,0.15056002
253,0.13007379
254,0.14960325
255,-1.2790244
256,0.06352529
257,0.3402225
258,-0.8530675
259,0.4572531
260,-0.06838608
261,0.21128014
262,-4.558285
263,-0.23591682
264,0.29577225
265,-1.1134577
266,-0.13831303
267,-0.35297412
268,-0.8688748
269,1.0613865
270,0.5847814
271,0.67962193
272,-0.16530076
273,0.16469006
274,-0.04271442
275,-4.3143086
276,2.4035254
277,0.4627842
278,0.08054049
279,-0.50374365
280,0.3475684
281,-0.18954603
282,-0.7518577
283,-0.07186444
284,-0.21230468
285,-0.40870687
286,-0.17676294
287,0.16443428
