,0
0,-2.7106442
1,-2.553008
2,-2.019541
3,-2.876315
4,-1.9463534
5,-1.9734864
6,-2.7888749
7,-3.4457448
8,-3.1379755
9,-0.9719069
10,-2.0117056
11,-2.6886404
12,-3.6803741
13,-2.6880999
14,-2.8462355
15,-1.334892
16,-1.7501783
17,-1.87892
18,-1.9581969
19,-2.1121054
20,-1.5548339
21,-3.1625986
22,-1.987342
23,-1.3254536
24,-2.4865007
25,-1.7447193
26,-2.1334558
27,-2.5653307
28,-2.1709154
29,-1.238421
30,-2.180991
31,-1.7648365
32,-2.1203926
33,-2.0918796
34,-1.9070733
35,-2.454787
36,-0.9897287
37,-2.2779102
38,-1.8512104
39,-2.3889956
40,-3.1820698
41,-1.5765412
42,-3.0433707
43,-2.7297502
44,-2.4680035
45,-1.8076324
46,-2.3985627
47,-2.0712602
48,-2.9731224
49,-1.707615
50,-1.3924065
51,-2.6806006
52,-2.6599445
53,-2.4484062
54,-2.630124
55,-1.1165041
56,-2.370579
57,-2.5586448
58,-1.9457904
59,-1.8299795
60,-2.361534
61,-2.9073946
62,-0.19340476
63,-2.263723
64,-2.160401
65,-1.986672
66,-1.75667
67,-1.7516135
68,-2.3230486
69,-1.3630297
70,-1.6985369
71,1.7416005
72,-1.7292958
73,1.856035
74,-2.8135262
75,-0.95811343
76,-1.3941693
77,-1.8451358
78,-1.4431108
79,-1.1238686
80,-2.3882544
81,-1.9908159
82,-1.9447348
83,-2.330695
84,-1.4509258
85,-2.8134463
86,-3.2573233
87,3.9651465
88,-1.5917113
89,0.2890581
90,-1.4951816
91,-1.8064557
92,-1.9500101
93,-1.537003
94,-1.3457396
95,-1.2987516
96,0.34027642
97,0.7299479
98,0.45926094
99,0.7965656
100,0.6589821
101,-1.0439618
102,1.5004914
103,0.5380424
104,0.19010693
105,0.30632636
106,0.7052539
107,1.4307266
108,0.6347507
109,0.8480905
110,0.5364989
111,-0.060687482
112,0.48423707
113,-0.25341406
114,1.0845647
115,-0.0947589
116,0.43975666
117,-0.65463424
118,0.48736057
119,-0.36133432
120,1.05919
121,-0.54222834
122,-1.0245361
123,0.51367563
124,-0.21801947
125,0.044552892
126,1.6905992
127,0.13873696
128,-0.8596436
129,1.3669069
130,-0.7611947
131,0.6915254
132,-0.42600173
133,0.33276382
134,1.2628914
135,0.52095366
136,0.50642157
137,0.13953266
138,-0.097772434
139,1.1936421
140,0.5681287
141,1.4583449
142,-1.1893001
143,-0.5300142
144,1.1536256
145,-0.44203436
146,0.8067696
147,0.5001872
148,0.6571389
149,-0.1309058
150,-0.5265204
151,0.21468666
152,0.43680018
153,-0.960722
154,1.1978698
155,1.649981
156,-0.8582425
157,0.38411656
158,0.12629226
159,0.8986032
160,0.6816193
161,0.6233268
162,0.3093081
163,-0.2088035
164,0.24855848
165,0.41753507
166,-0.0717213
167,-0.8064494
168,0.6212505
169,0.36768687
170,0.6566149
171,0.16938357
172,0.38080835
173,0.5581819
174,0.65366244
175,-0.027240949
176,0.56957906
177,-0.49986333
178,-0.14227118
179,1.1784937
180,0.6452663
181,-0.45131093
182,-0.14512405
183,0.3087149
184,0.56704634
185,0.50477123
186,0.2746839
187,0.5570867
188,0.65505034
189,0.75947434
190,0.5473028
191,1.2472298
192,4.1553917
193,1.8184516
194,-3.1153634
195,-0.83551085
196,4.1549296
197,2.341866
198,2.1421404
199,2.3272164
200,2.273909
201,-1.0390362
202,1.9575781
203,2.14114
204,2.7887084
205,-3.32927
206,1.9294372
207,2.3656821
208,-3.4487596
209,4.1580567
210,-2.675613
211,1.7981545
212,-1.2938919
213,2.7007933
214,2.0209703
215,1.927983
216,2.267146
217,-2.3549013
218,1.8771493
219,2.280681
220,1.9083748
221,-3.109688
222,4.1298223
223,2.17739
224,1.8929368
225,1.759021
226,2.217091
227,-3.2029843
228,2.9003
229,1.6214293
230,-3.1818676
231,-1.1324399
232,-1.2324467
233,-1.6939449
234,1.917399
235,4.119189
236,-1.4395027
237,-3.02851
238,-2.4553576
239,-1.439887
240,2.2122934
241,2.404079
242,-0.91423917
243,-1.9491471
244,-1.2615986
245,1.7718248
246,2.1115766
247,2.678261
248,-1.2679954
249,4.170863
250,-2.9906402
251,-2.172616
252,-3.9347177
253,2.2236772
254,2.1213822
255,-0.8220414
256,1.8449342
257,2.182047
258,2.0912554
259,-1.5958927
260,2.0174565
261,2.1530366
262,4.143071
263,-1.490554
264,1.8967769
265,2.815278
266,-1.4305701
267,1.536102
268,2.2327862
269,-3.3133774
270,2.1721961
271,-1.3454027
272,2.259558
273,2.606843
274,1.7765174
275,4.1553917
276,-2.0038192
277,2.286625
278,2.3119538
279,2.2535753
280,2.4679136
281,2.572928
282,2.286376
283,1.6733146
284,2.156282
285,2.4559774
286,2.5419693
287,2.776815
