,0
0,-2.7170658
1,-2.604012
2,-2.1094809
3,-2.6985354
4,-2.0748253
5,-2.0604944
6,-2.5455518
7,-2.1836658
8,-2.4283175
9,-1.1764919
10,-2.1249804
11,-2.552467
12,-2.5611844
13,-2.6275594
14,-2.2305021
15,-1.5467503
16,-1.9327629
17,-1.9747145
18,-2.2704163
19,-2.1242142
20,-1.743103
21,-2.5466442
22,-1.9222823
23,-1.596401
24,-2.3516772
25,-1.9082494
26,-2.1803389
27,-2.7656972
28,-2.3167467
29,-1.6073136
30,-2.3441029
31,-1.8639493
32,-2.317811
33,-2.6083179
34,-2.1925497
35,-2.454091
36,-1.041053
37,-2.4079263
38,-2.202507
39,-2.6153004
40,-2.7301035
41,-1.6040452
42,-2.187834
43,-2.781066
44,-2.4092355
45,-1.9966767
46,-2.4823678
47,-2.3125577
48,-2.7183259
49,-1.8970878
50,-1.7163415
51,-2.69506
52,-2.5300114
53,-2.5525007
54,-2.7324865
55,2.1828532
56,-2.441477
57,-2.685915
58,-2.1415467
59,-2.1353183
60,-2.499669
61,-2.3654437
62,-0.57657117
63,-2.3252344
64,-2.2810287
65,-2.2144938
66,-2.0277362
67,-2.0707505
68,-2.3486557
69,-1.467112
70,-1.9339918
71,-0.7908585
72,-1.9699292
73,-0.89253676
74,-2.7016194
75,-1.1345043
76,-1.705302
77,-2.016854
78,-1.6505992
79,-1.312757
80,-2.5044117
81,-2.2162056
82,-2.129177
83,-2.5111163
84,-1.7383732
85,-2.793186
86,-2.0860863
87,3.0775502
88,-1.8212037
89,-0.21886581
90,-1.7383797
91,-2.1716332
92,-2.238596
93,-1.9285028
94,-1.5010016
95,-1.5684111
96,-0.3391413
97,0.12556227
98,0.28675237
99,0.55997443
100,-0.10779549
101,-1.0940111
102,-0.5050206
103,-0.14173868
104,0.192639
105,-0.24294025
106,0.3194055
107,-0.0747295
108,-0.14168057
109,0.32887074
110,-0.061124846
111,-0.44298765
112,0.14537016
113,-0.49334
114,-0.18110979
115,-0.5174583
116,0.031304955
117,-0.8703438
118,-0.36012995
119,-0.41041833
120,0.54580224
121,-0.5928741
122,-1.0763569
123,0.18831724
124,-0.41945437
125,-0.5092745
126,-0.4566082
127,-0.29498163
128,-0.9940557
129,-0.05727373
130,-0.9229089
131,0.3320359
132,-0.67837316
133,0.22003974
134,0.043283463
135,0.24806045
136,0.08016012
137,-0.04362896
138,-0.26795077
139,-0.21928126
140,0.100462355
141,-0.12966378
142,-1.3321304
143,1.5692315
144,0.32692513
145,-0.6927354
146,0.31838354
147,0.13307022
148,0.076647654
149,-0.22021472
150,-0.6062782
151,-0.09589417
152,0.06780198
153,-1.0317829
154,-0.4213611
155,-0.5023002
156,-1.1229435
157,0.1219483
158,-0.19608665
159,-0.51236635
160,0.48325324
161,-0.17366001
162,0.30002385
163,-0.72494054
164,-0.19425778
165,-0.22046272
166,-0.49901456
167,-1.0348036
168,-0.37987572
169,-0.2784784
170,0.24835402
171,-0.14826217
172,-0.13642456
173,0.24365738
174,0.2482472
175,-0.4161148
176,0.026719771
177,-0.7355432
178,-0.45281416
179,0.34700915
180,-0.26854095
181,-1.0254915
182,-0.27682495
183,0.15553817
184,0.13428855
185,-0.010174736
186,-0.2143844
187,0.26981413
188,0.33055857
189,0.34360555
190,0.39007956
191,1.1046716
192,3.5127845
193,1.8229158
194,2.536049
195,1.8653502
196,3.5121822
197,1.9791415
198,2.1613064
199,2.193251
200,2.1084952
201,2.139871
202,1.8718736
203,1.9528234
204,2.6728544
205,2.8441827
206,1.5904027
207,2.1904378
208,2.6093278
209,3.5230489
210,2.550689
211,1.5382764
212,2.193236
213,2.4287934
214,2.1270907
215,1.7629585
216,2.0636916
217,3.1281762
218,1.6780143
219,2.1172392
220,1.7150807
221,2.8681438
222,3.5138745
223,2.0196671
224,1.5721246
225,1.6192453
226,1.826936
227,2.7892876
228,2.5187507
229,1.6015568
230,2.5702019
231,2.0924554
232,2.0794644
233,2.3690672
234,1.8268754
235,3.5079222
236,2.435097
237,2.8424687
238,2.853699
239,2.4550037
240,2.0161824
241,2.1929162
242,2.056944
243,2.322124
244,2.1536984
245,1.7204522
246,1.9650228
247,2.5804899
248,2.2309213
249,3.519918
250,2.5375261
251,2.523532
252,2.423069
253,2.0044093
254,1.8211557
255,1.8830998
256,1.8364999
257,1.894851
258,2.0590246
259,2.381757
260,1.7135298
261,1.8981873
262,3.5140958
263,-1.6790335
264,1.6502018
265,2.6832755
266,2.4632814
267,1.2682188
268,2.1405525
269,-2.9599059
270,1.836488
271,2.0867248
272,2.1174088
273,2.3612301
274,1.4918013
275,3.5127845
276,-2.2141056
277,2.102269
278,2.2184172
279,1.7204115
280,2.0347748
281,2.126521
282,1.9445703
283,1.7050254
284,1.9195094
285,2.0741892
286,1.9997476
287,2.18093
