,0
0,1.8487964
1,2.7905543
2,2.3049686
3,1.7104268
4,2.7952511
5,3.9443064
6,3.902997
7,3.9733253
8,3.445165
9,2.0578923
10,3.4276748
11,3.1257434
12,0.7183157
13,4.1014395
14,1.1468441
15,3.534214
16,3.9835708
17,2.7881444
18,3.092114
19,3.490243
20,-1.4155651
21,4.251051
22,2.5504432
23,1.6372674
24,4.1997395
25,1.8071768
26,3.8655534
27,3.2066927
28,3.1477666
29,4.676936
30,3.2765183
31,3.214614
32,3.5923352
33,1.026284
34,3.1272967
35,0.871168
36,0.90324116
37,3.642794
38,2.210894
39,2.023798
40,3.897305
41,3.1443994
42,3.6537943
43,2.2520506
44,3.017787
45,3.3951912
46,2.535589
47,3.2351913
48,3.9395778
49,2.1917982
50,3.3474278
51,2.7737617
52,3.3600743
53,2.3813941
54,2.8861532
55,1.2553611
56,2.3204558
57,2.5183215
58,3.3647244
59,3.0172615
60,2.818461
61,3.7641013
62,1.034544
63,3.5549006
64,3.0633154
65,2.7680545
66,3.616694
67,2.3983223
68,2.5105014
69,3.3136773
70,3.0801358
71,-2.2862089
72,3.5596514
73,-1.9353914
74,3.529474
75,0.77098495
76,3.1568928
77,2.149823
78,4.062564
79,3.461727
80,3.5155752
81,3.7243733
82,1.8593416
83,3.0384507
84,3.5535421
85,3.850572
86,3.371403
87,-4.942387
88,2.4010599
89,-3.8239365
90,4.076077
91,3.7871428
92,3.0817864
93,2.5521216
94,1.9236033
95,0.28198904
96,-2.1302114
97,-2.824939
98,-2.5705588
99,1.1450069
100,-2.1014965
101,3.8106787
102,-1.8758278
103,-1.9164038
104,1.2529674
105,-2.8112092
106,-1.6587379
107,-1.9599698
108,-3.0073183
109,-1.8364173
110,-2.1556578
111,-2.3442762
112,-2.202196
113,-2.7720582
114,-1.8863134
115,-2.4698963
116,-2.3426013
117,2.3570518
118,-2.4218278
119,0.82367814
120,0.40622863
121,1.5853137
122,1.7421687
123,-3.3884785
124,-2.9720626
125,2.0016425
126,-2.3264937
127,-1.9703813
128,2.229915
129,-1.725891
130,3.6791801
131,-4.4888964
132,2.0446
133,1.2073715
134,1.3218048
135,0.9670981
136,-2.8011897
137,-2.1997755
138,1.1829287
139,-2.0198243
140,-1.6152723
141,-1.9821292
142,4.0752716
143,-1.2028443
144,-1.4696997
145,1.1674548
146,0.6692653
147,1.3120397
148,-1.5570155
149,1.5899493
150,1.7541649
151,-2.780644
152,-2.4808452
153,1.5731169
154,-2.001222
155,-1.9918444
156,3.3400934
157,-1.8337069
158,-3.0215578
159,-2.4723043
160,0.9995368
161,-1.5502782
162,-1.8469067
163,2.7854972
164,-2.803761
165,-2.261569
166,-2.5520935
167,-1.7123165
168,-2.274475
169,-2.3953779
170,0.6515274
171,-3.7964888
172,-2.291373
173,1.3646042
174,1.6842432
175,2.4158936
176,-3.2518854
177,2.294673
178,2.9012575
179,-1.6070265
180,-2.1434484
181,3.9262414
182,-3.1450953
183,1.2798268
184,-2.323537
185,-3.1860962
186,-2.9241557
187,1.5183609
188,-1.6938231
189,1.1153541
190,1.093141
191,0.49145395
192,-3.1617222
193,-0.4050482
194,0.45722336
195,0.44358078
196,-2.9086661
197,-0.22201787
198,-0.3100876
199,-1.0627508
200,1.072236
201,0.41778713
202,0.22488624
203,-0.45492005
204,0.08386154
205,0.18697263
206,-0.48393056
207,-0.2102283
208,-0.3116689
209,-2.6855826
210,0.73991376
211,-0.7638176
212,-0.35666564
213,0.2513251
214,-0.3567944
215,-0.7108374
216,0.7356074
217,1.7925898
218,-0.4304093
219,-0.25486824
220,-0.6322095
221,0.3829705
222,-3.1924305
223,0.16685572
224,-1.0293856
225,-1.0315235
226,-0.7101136
227,1.0679411
228,0.7259985
229,0.31379315
230,-0.11712458
231,0.26691487
232,0.47555327
233,0.077763304
234,-0.657047
235,-3.1628094
236,0.99393636
237,0.9619058
238,0.9883389
239,1.0599772
240,-0.3871387
241,-0.23480481
242,0.85517
243,-0.32971597
244,0.1832446
245,-0.6466476
246,-0.5822691
247,0.56894845
248,-0.7699338
249,-3.1846035
250,0.33220822
251,0.21311355
252,0.3141659
253,-0.38678622
254,-0.15801063
255,0.63220394
256,0.042539626
257,-0.7155361
258,0.6335866
259,0.24087518
260,-0.8386909
261,-0.46816546
262,-2.8715844
263,-0.12969886
264,-1.0217737
265,0.97486085
266,-0.21593453
267,-0.848024
268,0.48098016
269,4.6536894
270,0.36905435
271,-0.34501308
272,-0.75636095
273,-0.1926873
274,-1.226629
275,-3.1617222
276,2.0710092
277,-0.6355454
278,-0.068449266
279,-0.7606326
280,-1.0570452
281,-1.1736625
282,0.4446221
283,-0.7324914
284,0.60319996
285,-0.8841671
286,-0.9495504
287,-1.3657063
