,0
0,-2.8594801
1,-2.788391
2,-2.1441793
3,-2.8104563
4,-2.0992548
5,-2.2289343
6,-2.7281072
7,-2.4780746
8,-2.5159233
9,-1.2760698
10,-2.0776472
11,-2.7629292
12,-3.1386044
13,-2.7846794
14,-2.7529976
15,-1.6093179
16,-2.134799
17,-1.9979609
18,-2.3694491
19,-2.214282
20,-1.876158
21,-2.7748737
22,-2.076446
23,-1.7293856
24,-2.57206
25,-2.1037502
26,-2.41147
27,-2.9271874
28,-2.3736103
29,-1.8440156
30,-2.4291906
31,-2.1733243
32,-2.327928
33,-2.9034317
34,-2.1422086
35,-2.8584144
36,-1.2781019
37,-2.5041337
38,-2.1558657
39,-2.702752
40,-3.0479307
41,-1.7814881
42,-2.2663612
43,-2.930584
44,-2.5219038
45,-2.1128244
46,-2.5343633
47,-2.3610215
48,-2.8863966
49,-1.8993211
50,-1.940558
51,-2.8144338
52,-2.7501438
53,-2.62547
54,-2.858719
55,-1.389553
56,-2.5135717
57,-2.736941
58,-2.2858863
59,-2.1096692
60,-2.6712022
61,-2.7796388
62,-0.6315348
63,-2.5376668
64,-2.2613714
65,-2.3118687
66,-2.1412697
67,-2.2723184
68,-2.6048079
69,-1.7350639
70,-2.0488424
71,-0.8283324
72,-2.1196284
73,-0.97075593
74,-2.9393272
75,-1.1340859
76,-1.7617214
77,-2.2295744
78,-1.796703
79,-1.4911691
80,-2.4637625
81,-2.371097
82,-2.306024
83,-2.5234482
84,-1.87474
85,-2.9380994
86,-2.5949445
87,2.8687968
88,-1.9378107
89,-0.18424132
90,-1.7229278
91,-2.140684
92,-2.2271137
93,-1.9748982
94,-1.6494389
95,-1.6791649
96,-0.33747673
97,0.3150574
98,0.17086518
99,0.5827638
100,-0.080036834
101,-1.2196707
102,-0.70636946
103,-0.3204196
104,0.3159211
105,-0.27358565
106,0.22373578
107,-0.1836158
108,-0.16038086
109,0.20945983
110,-0.15513563
111,-0.4398384
112,0.11573106
113,-0.621933
114,-0.12077087
115,-0.5226774
116,-0.01850152
117,-0.88008004
118,-0.48461652
119,-0.42881945
120,0.5506004
121,-0.5645595
122,-1.3351614
123,0.15217832
124,-0.37834433
125,-0.63431954
126,-0.5833926
127,-0.34484053
128,-1.0705537
129,0.016817093
130,-1.052146
131,0.08673222
132,-0.87216556
133,0.339985
134,0.10663319
135,0.07353398
136,0.07904458
137,-0.2253121
138,-0.3718215
139,-0.18693006
140,0.045983374
141,-0.34190547
142,-1.5048944
143,1.4789915
144,0.1592875
145,-0.8788514
146,0.29840535
147,-0.019458441
148,-0.11903868
149,-0.37384248
150,-0.7056922
151,-0.34948188
152,0.000740055
153,-1.2433414
154,-0.50937957
155,-0.66889983
156,-1.2446938
157,0.041815177
158,-0.1844971
159,-0.45759308
160,0.31284422
161,-0.117629886
162,0.21848011
163,-0.78201437
164,-0.29802406
165,-0.09487652
166,-0.49950635
167,-1.238337
168,-0.43002012
169,-0.42766726
170,0.15206744
171,-0.20625049
172,-0.18959625
173,0.18662277
174,0.4410915
175,-0.55651224
176,-0.14463349
177,-0.76443833
178,-0.49943697
179,0.29615706
180,-0.20248209
181,-1.2170866
182,-0.38555834
183,0.26684934
184,0.1334697
185,-0.08810662
186,-0.3260045
187,0.24083886
188,0.28873995
189,0.33844572
190,0.3403172
191,1.1096994
192,3.5813174
193,1.6921537
194,2.4769075
195,1.7598144
196,3.5634127
197,1.9780686
198,1.9372892
199,2.130773
200,1.9855531
201,2.0096211
202,1.5478351
203,1.822423
204,2.5980678
205,-3.1377568
206,1.6084692
207,2.1046162
208,2.5210721
209,3.5930629
210,2.4109724
211,1.3906037
212,2.1275225
213,2.3156333
214,1.8068316
215,1.6977196
216,1.9436684
217,-2.788694
218,1.6751266
219,1.8904009
220,1.6991755
221,2.8116565
222,3.5890288
223,1.9829314
224,1.470244
225,1.4489348
226,1.7836251
227,2.6898522
228,2.4409037
229,1.497857
230,2.4284039
231,1.9205937
232,2.0580773
233,2.2993693
234,1.6345267
235,3.5357468
236,-1.8040695
237,-3.1679826
238,2.722453
239,2.4118257
240,1.9454086
241,2.1571214
242,1.8782607
243,-2.827421
244,2.0772984
245,1.5671185
246,1.6946187
247,2.3346503
248,2.1615722
249,3.5835874
250,2.4695902
251,2.4781694
252,2.2690563
253,1.8545389
254,1.8102764
255,1.8491975
256,1.5988469
257,1.8009796
258,1.826892
259,-1.8346478
260,1.7552547
261,1.8554289
262,3.5547843
263,-1.8477062
264,1.4715149
265,2.4568968
266,2.43143
267,1.1722834
268,1.8907965
269,-3.260089
270,1.8321825
271,2.2258189
272,1.9919112
273,2.2941904
274,1.3763659
275,3.5813174
276,-2.4283552
277,2.0785446
278,2.028685
279,1.739254
280,1.8461735
281,2.1666918
282,1.8052921
283,1.3669126
284,1.7041616
285,2.0292578
286,2.1763763
287,2.2029583
