,0
0,-2.629601
1,-2.4584317
2,-1.8839104
3,-2.5517075
4,-1.6755589
5,-2.007616
6,-2.4227743
7,-2.3053396
8,-2.2535644
9,-0.9984128
10,-1.9116118
11,-2.4086192
12,-3.0474052
13,-2.5903943
14,-2.3604305
15,-1.4283133
16,-1.8137026
17,-1.7139845
18,-2.0618615
19,-2.0414472
20,-1.6273463
21,-2.5064516
22,-1.6985784
23,-1.3450851
24,-2.317182
25,-1.6895791
26,-2.1251068
27,-2.590525
28,-2.0390086
29,-1.384836
30,-2.127624
31,-1.7622939
32,-2.069858
33,-2.5300453
34,-2.011714
35,-2.5624993
36,-1.0548339
37,-2.2691455
38,-1.9686866
39,-2.38115
40,-2.7354174
41,-1.5411534
42,-1.9534825
43,-2.709618
44,-2.315071
45,-1.7473199
46,-2.2638273
47,-2.2203681
48,-2.6485243
49,-1.677759
50,-1.6558985
51,-2.6608543
52,-2.4514558
53,-2.2866335
54,-2.6131327
55,-1.2566386
56,-2.2030807
57,-2.54428
58,-1.9109781
59,-1.8053602
60,-2.3369184
61,-2.4028645
62,-0.32877594
63,-2.277465
64,-2.0484192
65,-2.0610523
66,-1.9310901
67,-1.9481103
68,-2.2392783
69,-1.3698542
70,-1.6279058
71,-0.5786638
72,-1.7313225
73,-0.51309335
74,-2.6380563
75,-0.8684099
76,-1.5814886
77,-1.7822286
78,-1.3796676
79,-1.3005378
80,-2.2309651
81,-2.0646243
82,-1.9926577
83,-2.4137042
84,-1.7041883
85,-2.7101214
86,-1.9613067
87,3.3254466
88,-1.5105369
89,-0.038587704
90,-1.48393
91,-1.9893891
92,-1.9648585
93,-1.8558954
94,-1.3182113
95,-1.3523844
96,-0.2520595
97,0.37907934
98,0.36400437
99,0.7861717
100,0.12558213
101,-1.0835829
102,-0.49366182
103,0.026834592
104,0.24266991
105,-0.13576123
106,0.6032722
107,0.024028383
108,0.100244135
109,0.4101376
110,0.251562
111,-0.28163174
112,0.34491703
113,-0.3237152
114,-0.00811094
115,-0.2345222
116,0.2427403
117,-0.6486961
118,-0.19188286
119,-0.084236085
120,0.7828878
121,-0.37092948
122,-1.0844206
123,0.35500813
124,-0.1941097
125,-0.14215206
126,-0.12416047
127,-0.08554217
128,-0.8577064
129,0.118205786
130,-0.71202826
131,0.3563386
132,-0.45315087
133,0.43994367
134,0.38949627
135,0.38297218
136,0.2549754
137,0.04415167
138,-0.062280815
139,-0.08724033
140,0.3644306
141,0.23558268
142,-1.193332
143,1.6705348
144,0.5362681
145,-0.52040124
146,0.51199996
147,0.26487634
148,0.3107695
149,-0.114586376
150,-0.4745793
151,-0.026552945
152,0.3589744
153,-0.8286487
154,-0.3114633
155,-0.26021025
156,-0.99478424
157,0.38255617
158,0.11154014
159,0.07658148
160,0.62513673
161,0.12791012
162,0.41925356
163,-0.51093864
164,0.026439734
165,0.1159663
166,-0.30779415
167,1.9703202
168,-0.27191198
169,-0.22216132
170,0.47041047
171,0.06788819
172,-0.049423568
173,0.41463977
174,0.5373961
175,-0.2789441
176,0.20177872
177,-0.6366258
178,-0.31028083
179,0.66283464
180,-0.03811907
181,-0.83868504
182,-0.08854618
183,0.5609325
184,0.34510398
185,0.22561762
186,0.042612888
187,0.51942897
188,0.36236167
189,0.6226745
190,0.62541974
191,1.2504444
192,3.7508254
193,1.9203296
194,2.7179844
195,-0.87761295
196,3.738776
197,2.1928601
198,2.2240715
199,2.2987332
200,2.357638
201,2.3434591
202,1.9940045
203,2.1284814
204,2.7708402
205,-3.087682
206,1.7062048
207,2.3593135
208,2.6942797
209,3.7615533
210,2.6518703
211,1.6010978
212,2.4235425
213,2.6048849
214,2.0285318
215,1.8768573
216,2.2892027
217,-2.341638
218,1.9368823
219,2.134637
220,1.874194
221,3.0469458
222,3.7556732
223,2.167102
224,1.741235
225,1.6894832
226,2.046822
227,2.9686205
228,2.6860228
229,1.776342
230,2.6069436
231,2.2508368
232,2.2997317
233,2.5885782
234,1.7395313
235,3.7316976
236,2.6193318
237,-2.8556376
238,2.9758563
239,2.6616535
240,2.0954142
241,2.3570807
242,2.1067107
243,2.499899
244,2.3192904
245,1.8200586
246,2.074424
247,2.6183248
248,2.4255404
249,3.7530026
250,2.6606047
251,2.6964607
252,2.5471628
253,2.158156
254,2.063672
255,1.9313529
256,1.9823703
257,2.1894758
258,2.0244246
259,2.5615451
260,1.9310488
261,2.003674
262,3.7355132
263,-1.5734738
264,1.745924
265,2.82308
266,2.529914
267,1.5742375
268,2.2694054
269,-3.0780232
270,1.9992151
271,2.3519726
272,2.2847588
273,2.5404463
274,1.5615238
275,3.7508254
276,-1.9836762
277,2.3610315
278,2.3317742
279,1.9452097
280,2.1397202
281,2.2915852
282,2.2459755
283,1.7676157
284,2.083743
285,2.2330956
286,2.362966
287,2.4728699
