,0
0,-2.5575042
1,-2.467463
2,-2.0338821
3,-2.475739
4,-1.8956146
5,-1.8654603
6,-2.3951578
7,-2.1137753
8,-2.325817
9,-0.8912607
10,-1.904432
11,-2.4331393
12,-2.7077804
13,-2.4856558
14,-2.18226
15,-1.3563712
16,-1.830947
17,-1.8143182
18,-2.1578887
19,-1.9457021
20,-1.5091536
21,-2.4060216
22,-1.8168569
23,-1.4546722
24,-2.1898503
25,-1.784048
26,-2.0634704
27,-2.6753535
28,-2.1292434
29,-1.4348688
30,-2.0948808
31,-1.7430508
32,-2.1659684
33,-2.479641
34,-2.0240557
35,-2.4095469
36,-1.0325403
37,-2.2041044
38,-2.025478
39,-2.4485264
40,-2.7688873
41,-1.4957558
42,-1.9837042
43,-2.6188736
44,-2.213251
45,-1.7927374
46,-2.3337405
47,-2.2277873
48,-2.5943313
49,-1.752485
50,-1.5481954
51,-2.5512185
52,-2.4925363
53,-2.4981003
54,-2.5226073
55,2.383163
56,-2.2626183
57,-2.5122724
58,-2.0912032
59,-1.9777279
60,-2.325066
61,-2.1453938
62,-0.41830903
63,-2.254819
64,-2.0717304
65,-2.172668
66,-1.9556655
67,-1.9138954
68,-2.2675414
69,-1.3385569
70,-1.7104477
71,-0.63900554
72,-1.7186238
73,-0.72205865
74,-2.6065698
75,-1.0673406
76,-1.4957736
77,-1.9526414
78,-1.44464
79,-1.2617027
80,-2.346871
81,-2.119131
82,-1.9326866
83,-2.307395
84,-1.6146764
85,-2.617793
86,-1.9744753
87,2.8389788
88,-1.7346878
89,0.024092808
90,-1.5260916
91,-1.9598148
92,-2.0563045
93,-1.7296746
94,-1.3151202
95,-1.399696
96,-0.22081226
97,0.27534893
98,0.54921895
99,0.7914436
100,-0.0058582556
101,-1.021988
102,-0.4677515
103,-0.014696028
104,0.34032848
105,-0.14466935
106,0.45506868
107,0.006278962
108,0.008769259
109,0.39454746
110,0.10324758
111,-0.2120581
112,0.31630763
113,-0.41396335
114,-0.027642675
115,-0.2888357
116,0.2027078
117,-0.57907957
118,-0.28351372
119,-0.22584414
120,0.72273314
121,-0.3616685
122,-0.9926772
123,0.30993915
124,-0.23871586
125,-0.24703534
126,-0.20919634
127,-0.030386522
128,-0.77918875
129,0.023884982
130,-0.7494166
131,0.41077316
132,-0.35370517
133,0.46360266
134,0.17163286
135,0.3784147
136,0.22661272
137,0.0715336
138,-0.029238261
139,-0.113350205
140,0.35175127
141,0.042913135
142,-1.1552594
143,1.708193
144,0.41997808
145,-0.45432115
146,0.55485016
147,0.14632416
148,0.2817002
149,-0.0069995522
150,-0.5841188
151,0.07855715
152,0.31162995
153,-0.8392391
154,-0.38904476
155,-0.32825127
156,-0.9995323
157,0.2667817
158,0.11984891
159,-0.22327045
160,0.6587487
161,0.15170635
162,0.29446456
163,-0.38974434
164,-0.093002535
165,0.0370813
166,-0.3610235
167,-0.8786349
168,-0.21042982
169,-0.21665692
170,0.39684778
171,0.07271449
172,-0.136211
173,0.4793778
174,0.6218809
175,-0.29735023
176,0.21978058
177,-0.77780366
178,-0.20498028
179,0.5766545
180,-0.105860196
181,-0.7970214
182,-0.052261606
183,0.28225666
184,0.26197523
185,0.17208591
186,-0.015697092
187,0.42905912
188,0.5736647
189,0.6311419
190,0.6911563
191,1.2772301
192,3.5889807
193,1.8919041
194,2.6962655
195,-0.770696
196,3.5808196
197,2.1222172
198,2.191781
199,2.213056
200,2.17852
201,2.2493014
202,1.8972881
203,2.0927474
204,2.738236
205,2.9916015
206,1.6758451
207,2.365968
208,2.7291074
209,3.601259
210,2.6636012
211,1.6286358
212,2.3184137
213,2.5142257
214,2.1032453
215,1.8597841
216,2.1948967
217,-2.399878
218,1.8384643
219,2.325889
220,1.8123991
221,2.9410717
222,3.5927095
223,2.2208662
224,1.7934684
225,1.78972
226,1.9695421
227,2.9102187
228,2.632511
229,1.6547996
230,2.6768138
231,2.1850939
232,2.2630515
233,2.5159643
234,1.7911586
235,3.570548
236,2.5309362
237,2.9659033
238,2.9381003
239,2.661369
240,2.094153
241,2.337234
242,2.1800027
243,2.4382217
244,2.248729
245,1.7577732
246,2.0433373
247,2.6565187
248,2.3074465
249,3.5927515
250,2.6574464
251,2.721898
252,2.3865426
253,2.136673
254,1.9880633
255,2.0488548
256,1.9138254
257,1.9953767
258,2.0863538
259,2.5197191
260,1.8965687
261,1.9501933
262,3.5871382
263,-2.1492715
264,1.7393458
265,2.8088489
266,2.5909607
267,1.356323
268,2.286552
269,-2.9221988
270,1.9382935
271,2.2986164
272,2.3078911
273,2.4531474
274,1.521748
275,3.5889807
276,-2.0572014
277,2.2352214
278,2.2562754
279,2.0379486
280,2.1287003
281,2.2059894
282,2.0175335
283,1.7519543
284,2.0412188
285,2.2691278
286,2.3771193
287,2.4964411
