,0
0,2.4163885
1,2.4492126
2,2.008255
3,2.391974
4,3.238973
5,3.0282543
6,2.2742841
7,1.4227614
8,1.9392102
9,0.51088536
10,3.0304284
11,2.774931
12,1.433981
13,2.483025
14,1.5936295
15,1.1750448
16,2.8188226
17,3.4191604
18,3.0169492
19,3.0479465
20,1.1276052
21,2.0246687
22,2.9867456
23,1.0554159
24,2.1309786
25,3.1516252
26,2.9281983
27,2.5955381
28,3.0152862
29,1.0157702
30,3.2720544
31,3.0746942
32,3.1107144
33,1.6290474
34,3.1946018
35,1.5202007
36,0.6086525
37,2.8520365
38,3.2082825
39,2.7922215
40,1.6469331
41,1.1071023
42,1.7843636
43,2.4359174
44,2.7153187
45,2.9918094
46,2.8666153
47,3.0498343
48,2.233905
49,3.4011953
50,3.4026937
51,2.5317674
52,2.821887
53,2.87383
54,2.6149104
55,1.2752409
56,2.734321
57,2.6900482
58,3.2163877
59,3.2136812
60,2.815535
61,1.6170225
62,-1.7733438
63,2.8059072
64,3.079884
65,3.0718906
66,3.1875932
67,2.8724442
68,2.748058
69,1.2226324
70,3.1988397
71,0.108300894
72,1.6120641
73,0.461334
74,2.2020745
75,0.9016084
76,3.3950074
77,3.1585577
78,1.0969462
79,0.94947934
80,2.556651
81,3.0289345
82,2.7558002
83,2.9024067
84,3.4144998
85,2.030543
86,1.5346628
87,3.5579367
88,3.2086434
89,-1.3668498
90,1.3188211
91,2.90247
92,3.1245823
93,3.079992
94,1.0645812
95,1.065421
96,-1.7600273
97,-1.3855987
98,-1.3730478
99,-1.1283147
100,-1.3256937
101,0.78265953
102,0.109510586
103,-1.3303132
104,-1.374523
105,-1.4225787
106,-1.3126783
107,-1.1341864
108,-1.4803414
109,-1.1759344
110,-1.2446231
111,-1.8766654
112,-1.3068422
113,-1.8235141
114,-1.3690014
115,-1.5923946
116,-1.4465308
117,-2.1452007
118,-1.4356979
119,-1.7784894
120,-0.9108675
121,-1.9887292
122,-2.4345613
123,-1.2512748
124,-1.8894286
125,-1.8199322
126,-1.7015927
127,-1.5414238
128,0.4877039
129,-0.5727163
130,0.3898604
131,-1.2339344
132,-1.9793406
133,-1.3542812
134,-1.1924697
135,-1.176757
136,-1.4950212
137,-1.6101491
138,-1.6742051
139,-0.96194136
140,-1.3594445
141,-1.7432208
142,1.0306118
143,0.30016
144,-1.3178251
145,0.26646596
146,-1.2232251
147,-1.3488572
148,-1.3169444
149,-1.7336586
150,-2.1156607
151,-1.454704
152,-1.3498505
153,0.5024985
154,-1.6950698
155,0.017741118
156,0.65246284
157,-1.3858473
158,-1.555073
159,-1.79818
160,-1.230849
161,-1.3363215
162,-1.5889988
163,-1.771311
164,-1.4719042
165,-1.6002719
166,-1.6386815
167,0.63215244
168,-1.4826592
169,-1.5713704
170,-1.1487308
171,-1.4533157
172,-1.6490374
173,-1.3324733
174,-1.0159738
175,-1.6750977
176,-1.3238204
177,-2.1738381
178,-1.816467
179,-0.7024108
180,-1.4795612
181,0.38661498
182,-1.7282737
183,-1.2977542
184,-1.208219
185,-1.3672659
186,-1.4118416
187,-1.1813447
188,-0.99873364
189,-1.1164641
190,-1.1681076
191,0.07135488
192,3.0813494
193,0.28091028
194,1.2455579
195,0.53284234
196,3.1130447
197,0.701376
198,0.6220424
199,0.8122118
200,0.73878884
201,0.90391624
202,0.37686092
203,0.554199
204,1.2353121
205,1.5086284
206,0.1848931
207,0.7627368
208,1.2185656
209,3.052749
210,1.2509904
211,0.17180878
212,0.93597215
213,1.092186
214,0.4714604
215,0.47086632
216,0.6249589
217,2.7362714
218,0.29371247
219,0.63457465
220,0.33841503
221,1.6187439
222,3.0303285
223,0.6546782
224,0.17327559
225,0.1731954
226,0.5703067
227,1.6545811
228,1.2783538
229,-0.117602706
230,1.1771169
231,0.6501279
232,0.83710396
233,1.1291685
234,0.41288382
235,3.0296812
236,1.2152004
237,1.5787961
238,1.8332429
239,1.0976062
240,0.71077394
241,0.83501554
242,0.555238
243,1.1056945
244,0.7308695
245,0.24247226
246,0.44629547
247,1.1053921
248,0.8255119
249,3.0636816
250,1.1834755
251,1.2473496
252,0.9781053
253,0.6733385
254,0.39671212
255,0.36853403
256,0.25335684
257,0.37894797
258,0.46941596
259,1.0162504
260,0.4313129
261,0.49291968
262,3.0424252
263,1.2252401
264,0.3138898
265,1.521867
266,1.081211
267,-0.25009423
268,0.6382814
269,1.9344702
270,0.57296634
271,0.8306432
272,0.59945774
273,1.018737
274,0.15252312
275,3.0813494
276,2.8444157
277,0.80821043
278,0.7179924
279,0.37167054
280,0.7227006
281,0.7272803
282,0.50898707
283,0.022174865
284,0.49552232
285,0.559443
286,0.83081406
287,0.92156404
